run_id,run_date,mlr_dataset, feature_set,split,tuned,setup,best,pred_accuracy, metrics_dict,accuracy,roc_auc,recall,precision,f1,kappa,mcc
c8a69cc2-9b22-4bed-8737-a6301aeabbde,10/01/2023 16:24,./datasets/mlr.csv,ALL,0.91,FALSE,c8a69cc2-9b22-4bed-8737-a6301aeabbde: ./datasets/mlr.csv - ALL - 0.91 - TUNED=False,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=4913, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.47,"{'accuracy': 0.6845, 'roc_auc': 0.7304, 'recall': 0.7381, 'precision': 0.7552, 'f1': 0.7237, 'kappa': 0.3435, 'mcc': 0.3673}",0.68,0.73,0.74,0.76,0.72,0.34,0.37
2d83cddc-e6de-47ba-a51f-0ce546f8c024,10/01/2023 16:30,./datasets/mlr.csv,ALL,0.93,FALSE,2d83cddc-e6de-47ba-a51f-0ce546f8c024: ./datasets/mlr.csv - ALL - 0.93 - TUNED=False,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=2911)",0.55,"{'accuracy': 0.73, 'roc_auc': 0.7396, 'recall': 0.8595, 'precision': 0.7397, 'f1': 0.7895, 'kappa': 0.4151, 'mcc': 0.4461}",0.73,0.74,0.86,0.74,0.79,0.42,0.45
dbe6e27b-3d08-4146-8b5e-ed473832886c,10/01/2023 16:36,./datasets/mlr.csv,ALL,0.91,FALSE,dbe6e27b-3d08-4146-8b5e-ed473832886c: ./datasets/mlr.csv - ALL - 0.91 - TUNED=False,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=5557, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.47,"{'accuracy': 0.6918, 'roc_auc': 0.7156, 'recall': 0.781, 'precision': 0.746, 'f1': 0.757, 'kappa': 0.3353, 'mcc': 0.3341}",0.69,0.72,0.78,0.75,0.76,0.34,0.33
bfd08546-e166-465f-94cc-990ddc2145c9,10/01/2023 16:41,./datasets/mlr.csv,ALL,0.94,FALSE,bfd08546-e166-465f-94cc-990ddc2145c9: ./datasets/mlr.csv - ALL - 0.94 - TUNED=False,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=7470, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.7,"{'accuracy': 0.6545, 'roc_auc': 0.6386, 'recall': 0.6762, 'precision': 0.7065, 'f1': 0.6815, 'kappa': 0.2903, 'mcc': 0.2974}",0.65,0.64,0.68,0.71,0.68,0.29,0.3
14e51033-4628-4c11-949e-cecfdb2cd139,10/01/2023 16:47,./datasets/mlr.csv,ALL,0.9,FALSE,14e51033-4628-4c11-949e-cecfdb2cd139: ./datasets/mlr.csv - ALL - 0.9 - TUNED=False,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=274)",0.5,"{'accuracy': 0.6809, 'roc_auc': 0.7321, 'recall': 0.7476, 'precision': 0.7598, 'f1': 0.745, 'kappa': 0.3125, 'mcc': 0.3251}",0.68,0.73,0.75,0.76,0.75,0.31,0.33
e3c928a1-2120-4780-ac95-c450ae316daa,10/01/2023 16:53,./datasets/mlr.csv,ALL,0.93,FALSE,e3c928a1-2120-4780-ac95-c450ae316daa: ./datasets/mlr.csv - ALL - 0.93 - TUNED=False,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, feature_types=None, gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_bin=256, max_cat_threshold=64, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=-1, num_parallel_tree=1, objective='binary:logistic',
              predictor='auto', ...)",0.64,"{'accuracy': 0.67, 'roc_auc': 0.6743, 'recall': 0.7833, 'precision': 0.7277, 'f1': 0.7422, 'kappa': 0.2831, 'mcc': 0.318}",0.67,0.67,0.78,0.73,0.74,0.28,0.32
64c1d856-ceba-44bc-b784-fff300a36cda,10/01/2023 17:12,./datasets/mlr.csv,ALL,0.91,TRUE,64c1d856-ceba-44bc-b784-fff300a36cda: ./datasets/mlr.csv - ALL - 0.91 - TUNED=True,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=8444)",0.53,"{'accuracy': 0.73, 'roc_auc': 0.7833, 'recall': 0.8, 'precision': 0.7763, 'f1': 0.7774, 'kappa': 0.4291, 'mcc': 0.4371}",0.73,0.78,0.8,0.78,0.78,0.43,0.44
a20889ed-b8eb-42fc-a3a6-9ed06940a4d8,10/01/2023 17:17,./datasets/mlr.csv,ALL,0.95,FALSE,a20889ed-b8eb-42fc-a3a6-9ed06940a4d8: ./datasets/mlr.csv - ALL - 0.95 - TUNED=False,"ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                     criterion='gini', max_depth=None, max_features='sqrt',
                     max_leaf_nodes=None, max_samples=None,
                     min_impurity_decrease=0.0, min_samples_leaf=1,
                     min_samples_split=2, min_weight_fraction_leaf=0.0,
                     n_estimators=100, n_jobs=-1, oob_score=False,
                     random_state=6108, verbose=0, warm_start=False)",0.62,"{'accuracy': 0.6709, 'roc_auc': 0.6868, 'recall': 0.8, 'precision': 0.6984, 'f1': 0.7417, 'kappa': 0.2891, 'mcc': 0.2982}",0.67,0.69,0.8,0.7,0.74,0.29,0.3
fd586259-5a92-4e98-9715-76a1e51860b5,10/01/2023 17:22,./datasets/mlr.csv,ALL,0.9,FALSE,fd586259-5a92-4e98-9715-76a1e51860b5: ./datasets/mlr.csv - ALL - 0.9 - TUNED=False,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=612, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.5,"{'accuracy': 0.73, 'roc_auc': 0.7137, 'recall': 0.8024, 'precision': 0.7707, 'f1': 0.7709, 'kappa': 0.4251, 'mcc': 0.4627}",0.73,0.71,0.8,0.77,0.77,0.43,0.46
36b5e204-8dc7-4b4e-ba51-a349405c50a8,10/01/2023 17:32,./datasets/mlr.csv,ALL,0.87,FALSE,36b5e204-8dc7-4b4e-ba51-a349405c50a8: ./datasets/mlr.csv - ALL - 0.87 - TUNED=False,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, feature_types=None, gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_bin=256, max_cat_threshold=64, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=-1, num_parallel_tree=1, objective='binary:logistic',
              predictor='auto', ...)",0.62,"{'accuracy': 0.73, 'roc_auc': 0.8223, 'recall': 0.8633, 'precision': 0.7285, 'f1': 0.7813, 'kappa': 0.431, 'mcc': 0.4696}",0.73,0.8223,0.8633,0.7285,0.7813,0.431,0.4696
76cf72d7-0c17-4509-a6f1-761c56c9e5a7,10/01/2023 17:44,./datasets/mlr.csv,ALL,0.9,TRUE,76cf72d7-0c17-4509-a6f1-761c56c9e5a7: ./datasets/mlr.csv - ALL - 0.9 - TUNED=True,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, feature_types=None, gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_bin=256, max_cat_threshold=64, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=-1, num_parallel_tree=1, objective='binary:logistic',
              predictor='auto', ...)",0.75,"{'accuracy': 0.6518, 'roc_auc': 0.7317, 'recall': 0.7667, 'precision': 0.6825, 'f1': 0.7163, 'kappa': 0.2679, 'mcc': 0.2762}",0.6518,0.7317,0.7667,0.6825,0.7163,0.2679,0.2762
304f4fa2-bce8-46b6-9e5e-7df900cfdee2,10/01/2023 17:49,./datasets/mlr.csv,ALL,0.9,FALSE,304f4fa2-bce8-46b6-9e5e-7df900cfdee2: ./datasets/mlr.csv - ALL - 0.9 - TUNED=False,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='sqrt',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=100, n_jobs=-1, oob_score=False,
                       random_state=954, verbose=0, warm_start=False)",0.81,"{'accuracy': 0.6591, 'roc_auc': 0.7012, 'recall': 0.8, 'precision': 0.677, 'f1': 0.729, 'kappa': 0.2752, 'mcc': 0.2945}",0.6591,0.7012,0.8,0.677,0.729,0.2752,0.2945
ccd8dd75-f4fb-40d3-8fed-c70ac4ad5a22,10/01/2023 17:57,./datasets/mlr.csv,ALL,0.93,TRUE,ccd8dd75-f4fb-40d3-8fed-c70ac4ad5a22: ./datasets/mlr.csv - ALL - 0.93 - TUNED=True,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=7837, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.64,"{'accuracy': 0.6627, 'roc_auc': 0.6595, 'recall': 0.7643, 'precision': 0.7152, 'f1': 0.7251, 'kappa': 0.2832, 'mcc': 0.3187}",0.6627,0.6595,0.7643,0.7152,0.7251,0.2832,0.3187
8edae91d-12c4-40b2-93ab-ee9af8b341a5,10/01/2023 18:11,./datasets/mlr.csv,ALL,0.94,TRUE,8edae91d-12c4-40b2-93ab-ee9af8b341a5: ./datasets/mlr.csv - ALL - 0.94 - TUNED=True,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, feature_types=None, gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_bin=256, max_cat_threshold=64, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=-1, num_parallel_tree=1, objective='binary:logistic',
              predictor='auto', ...)",0.5,"{'accuracy': 0.6536, 'roc_auc': 0.6924, 'recall': 0.8071, 'precision': 0.6669, 'f1': 0.727, 'kappa': 0.2524, 'mcc': 0.2775}",0.6536,0.6924,0.8071,0.6669,0.727,0.2524,0.2775
f8a0fdc4-5d0f-4604-a0f9-ca5ac0eac07a,10/01/2023 18:23,./datasets/mlr.csv,ALL,0.91,TRUE,f8a0fdc4-5d0f-4604-a0f9-ca5ac0eac07a: ./datasets/mlr.csv - ALL - 0.91 - TUNED=True,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, feature_types=None, gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_bin=256, max_cat_threshold=64, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=-1, num_parallel_tree=1, objective='binary:logistic',
              predictor='auto', ...)",0.6,"{'accuracy': 0.6736, 'roc_auc': 0.6871, 'recall': 0.8, 'precision': 0.7023, 'f1': 0.7386, 'kappa': 0.3022, 'mcc': 0.3212}",0.6736,0.6871,0.8,0.7023,0.7386,0.3022,0.3212
c54d5156-0ddc-449d-b508-b5418d3e46fc,10/01/2023 18:43,./datasets/mlr.csv,ALL,0.94,TRUE,c54d5156-0ddc-449d-b508-b5418d3e46fc: ./datasets/mlr.csv - ALL - 0.94 - TUNED=True,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=7551)",0.7,"{'accuracy': 0.5991, 'roc_auc': 0.6045, 'recall': 0.7119, 'precision': 0.6574, 'f1': 0.6759, 'kappa': 0.1463, 'mcc': 0.1478}",0.5991,0.6045,0.7119,0.6574,0.6759,0.1463,0.1478
95c9633c-40e4-4e51-b26b-4c0695f4a59a,10/01/2023 18:48,./datasets/mlr.csv,ALL,0.92,FALSE,95c9633c-40e4-4e51-b26b-4c0695f4a59a: ./datasets/mlr.csv - ALL - 0.92 - TUNED=False,"ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                     criterion='gini', max_depth=None, max_features='sqrt',
                     max_leaf_nodes=None, max_samples=None,
                     min_impurity_decrease=0.0, min_samples_leaf=1,
                     min_samples_split=2, min_weight_fraction_leaf=0.0,
                     n_estimators=100, n_jobs=-1, oob_score=False,
                     random_state=6163, verbose=0, warm_start=False)",0.69,"{'accuracy': 0.5982, 'roc_auc': 0.5987, 'recall': 0.8071, 'precision': 0.6294, 'f1': 0.7018, 'kappa': 0.1169, 'mcc': 0.1335}",0.5982,0.5987,0.8071,0.6294,0.7018,0.1169,0.1335
15449942-2766-4651-a9f9-eaf86efb88c7,10/01/2023 18:55,./datasets/mlr.csv,ALL,0.87,TRUE,15449942-2766-4651-a9f9-eaf86efb88c7: ./datasets/mlr.csv - ALL - 0.87 - TUNED=True,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=7936, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.71,"{'accuracy': 0.62, 'roc_auc': 0.626, 'recall': 0.68, 'precision': 0.7156, 'f1': 0.6632, 'kappa': 0.2137, 'mcc': 0.2384}",0.62,0.626,0.68,0.7156,0.6632,0.2137,0.2384
3999e7ec-a289-4e90-b989-3e0eb09eb03e,10/01/2023 19:01,./datasets/mlr.csv,ALL,0.85,FALSE,3999e7ec-a289-4e90-b989-3e0eb09eb03e: ./datasets/mlr.csv - ALL - 0.85 - TUNED=False,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=1846)",0.72,"{'accuracy': 0.6822, 'roc_auc': 0.7592, 'recall': 0.74, 'precision': 0.7552, 'f1': 0.7335, 'kappa': 0.3299, 'mcc': 0.3425}",0.6822,0.7592,0.74,0.7552,0.7335,0.3299,0.3425
682869c4-7cde-4439-bdd2-4e28980b1a0c,10/01/2023 19:06,./datasets/mlr.csv,ALL,0.87,FALSE,682869c4-7cde-4439-bdd2-4e28980b1a0c: ./datasets/mlr.csv - ALL - 0.87 - TUNED=False,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='sqrt',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=100, n_jobs=-1, oob_score=False,
                       random_state=1135, verbose=0, warm_start=False)",0.57,"{'accuracy': 0.63, 'roc_auc': 0.5155, 'recall': 0.919, 'precision': 0.6494, 'f1': 0.7535, 'kappa': 0.1155, 'mcc': 0.1278}",0.63,0.5155,0.919,0.6494,0.7535,0.1155,0.1278
d363fe19-9ab2-4fbb-b54e-951563930356,10/01/2023 19:15,./datasets/mlr.csv,ALL,0.92,TRUE,d363fe19-9ab2-4fbb-b54e-951563930356: ./datasets/mlr.csv - ALL - 0.92 - TUNED=True,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=5976, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.69,"{'accuracy': 0.6864, 'roc_auc': 0.7738, 'recall': 0.7976, 'precision': 0.7301, 'f1': 0.7495, 'kappa': 0.3264, 'mcc': 0.3597}",0.6864,0.7738,0.7976,0.7301,0.7495,0.3264,0.3597
1101c0fc-9c34-4fd3-9134-08cce4a673ea,10/01/2023 19:23,./datasets/mlr.csv,ALL,0.9,TRUE,1101c0fc-9c34-4fd3-9134-08cce4a673ea: ./datasets/mlr.csv - ALL - 0.9 - TUNED=True,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=6773, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.5,"{'accuracy': 0.6436, 'roc_auc': 0.7133, 'recall': 0.7167, 'precision': 0.6931, 'f1': 0.6905, 'kappa': 0.2506, 'mcc': 0.2588}",0.6436,0.7133,0.7167,0.6931,0.6905,0.2506,0.2588
5cd76a20-5bf8-4873-816b-1e32f7f35b2d,10/01/2023 19:32,./datasets/mlr.csv,ALL,0.94,TRUE,5cd76a20-5bf8-4873-816b-1e32f7f35b2d: ./datasets/mlr.csv - ALL - 0.94 - TUNED=True,"RandomForestClassifier(bootstrap=True, ccp_alpha=0.0, class_weight=None,
                       criterion='gini', max_depth=None, max_features='sqrt',
                       max_leaf_nodes=None, max_samples=None,
                       min_impurity_decrease=0.0, min_samples_leaf=1,
                       min_samples_split=2, min_weight_fraction_leaf=0.0,
                       n_estimators=100, n_jobs=-1, oob_score=False,
                       random_state=529, verbose=0, warm_start=False)",0.6,"{'accuracy': 0.59, 'roc_auc': 0.4894, 'recall': 0.8405, 'precision': 0.6128, 'f1': 0.7065, 'kappa': 0.0745, 'mcc': 0.0714}",0.59,0.4894,0.8405,0.6128,0.7065,0.0745,0.0714
b5ef6e31-3d1f-4f56-a1f8-f26b0e79e574,10/01/2023 19:40,./datasets/mlr.csv,ALL,0.94,TRUE,b5ef6e31-3d1f-4f56-a1f8-f26b0e79e574: ./datasets/mlr.csv - ALL - 0.94 - TUNED=True,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=507, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.6,"{'accuracy': 0.7309, 'roc_auc': 0.7732, 'recall': 0.8143, 'precision': 0.7837, 'f1': 0.7864, 'kappa': 0.4231, 'mcc': 0.4399}",0.7309,0.7732,0.8143,0.7837,0.7864,0.4231,0.4399
8eb952e1-a7a7-4c2f-ac86-aaf649365561,10/01/2023 19:47,./datasets/mlr.csv,ALL,0.92,TRUE,8eb952e1-a7a7-4c2f-ac86-aaf649365561: ./datasets/mlr.csv - ALL - 0.92 - TUNED=True,"ExtraTreesClassifier(bootstrap=False, ccp_alpha=0.0, class_weight=None,
                     criterion='gini', max_depth=None, max_features='sqrt',
                     max_leaf_nodes=None, max_samples=None,
                     min_impurity_decrease=0.0, min_samples_leaf=1,
                     min_samples_split=2, min_weight_fraction_leaf=0.0,
                     n_estimators=100, n_jobs=-1, oob_score=False,
                     random_state=4753, verbose=0, warm_start=False)",0.69,"{'accuracy': 0.6082, 'roc_auc': 0.583, 'recall': 0.8381, 'precision': 0.6335, 'f1': 0.715, 'kappa': 0.1339, 'mcc': 0.163}",0.6082,0.583,0.8381,0.6335,0.715,0.1339,0.163
f8f24892-d5cc-4423-bd0a-e462fe089418,10/01/2023 20:07,./datasets/mlr.csv,ALL,0.94,TRUE,f8f24892-d5cc-4423-bd0a-e462fe089418: ./datasets/mlr.csv - ALL - 0.94 - TUNED=True,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=564)",0.4,"{'accuracy': 0.6845, 'roc_auc': 0.683, 'recall': 0.7381, 'precision': 0.7381, 'f1': 0.7175, 'kappa': 0.3552, 'mcc': 0.3741}",0.6845,0.683,0.7381,0.7381,0.7175,0.3552,0.3741
d1824994-24ad-4aab-bdf0-71808dd19e27,10/01/2023 20:20,./datasets/mlr.csv,ALL,0.9,TRUE,d1824994-24ad-4aab-bdf0-71808dd19e27: ./datasets/mlr.csv - ALL - 0.9 - TUNED=True,"XGBClassifier(base_score=0.5, booster='gbtree', callbacks=None,
              colsample_bylevel=1, colsample_bynode=1, colsample_bytree=1,
              early_stopping_rounds=None, enable_categorical=False,
              eval_metric=None, feature_types=None, gamma=0, gpu_id=-1,
              grow_policy='depthwise', importance_type=None,
              interaction_constraints='', learning_rate=0.300000012,
              max_bin=256, max_cat_threshold=64, max_cat_to_onehot=4,
              max_delta_step=0, max_depth=6, max_leaves=0, min_child_weight=1,
              missing=nan, monotone_constraints='()', n_estimators=100,
              n_jobs=-1, num_parallel_tree=1, objective='binary:logistic',
              predictor='auto', ...)",0.56,"{'accuracy': 0.6809, 'roc_auc': 0.6595, 'recall': 0.8429, 'precision': 0.6988, 'f1': 0.7614, 'kappa': 0.2845, 'mcc': 0.3095}",0.6809,0.6595,0.8429,0.6988,0.7614,0.2845,0.3095
a2e4f0a9-af02-4e88-b15a-1d5d5ae3c45f,10/01/2023 20:39,./datasets/mlr.csv,ALL,0.9,TRUE,a2e4f0a9-af02-4e88-b15a-1d5d5ae3c45f: ./datasets/mlr.csv - ALL - 0.9 - TUNED=True,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=6905)",0.62,"{'accuracy': 0.5918, 'roc_auc': 0.5343, 'recall': 0.669, 'precision': 0.6599, 'f1': 0.6519, 'kappa': 0.1425, 'mcc': 0.1574}",0.5918,0.5343,0.669,0.6599,0.6519,0.1425,0.1574
dd352a83-191f-4949-80dc-1797e32d0e53,10/01/2023 20:47,./datasets/mlr.csv,ALL,0.94,TRUE,dd352a83-191f-4949-80dc-1797e32d0e53: ./datasets/mlr.csv - ALL - 0.94 - TUNED=True,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=3114, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.6,"{'accuracy': 0.6982, 'roc_auc': 0.6921, 'recall': 0.7833, 'precision': 0.7542, 'f1': 0.7561, 'kappa': 0.3518, 'mcc': 0.3643}",0.6982,0.6921,0.7833,0.7542,0.7561,0.3518,0.3643
490348c5-2962-4265-8c65-cce3ee6e6dc7,10/01/2023 21:13,./datasets/mlr.csv,ALL,0.91,TRUE,490348c5-2962-4265-8c65-cce3ee6e6dc7: ./datasets/mlr.csv - ALL - 0.91 - TUNED=True,"GradientBoostingClassifier(ccp_alpha=0.0, criterion='friedman_mse', init=None,
                           learning_rate=0.1, loss='log_loss', max_depth=3,
                           max_features=None, max_leaf_nodes=None,
                           min_impurity_decrease=0.0, min_samples_leaf=1,
                           min_samples_split=2, min_weight_fraction_leaf=0.0,
                           n_estimators=100, n_iter_no_change=None,
                           random_state=3903, subsample=1.0, tol=0.0001,
                           validation_fraction=0.1, verbose=0,
                           warm_start=False)",0.6,"{'accuracy': 0.6273, 'roc_auc': 0.6179, 'recall': 0.6333, 'precision': 0.7077, 'f1': 0.6571, 'kappa': 0.2453, 'mcc': 0.2566}",0.6273,0.6179,0.6333,0.7077,0.6571,0.2453,0.2566
bbe8a070-d46e-40b6-b089-204374f59288,10/01/2023 21:24,./datasets/mlr.csv,ALL,0.85,TRUE,bbe8a070-d46e-40b6-b089-204374f59288: ./datasets/mlr.csv - ALL - 0.85 - TUNED=True,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=4761, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.56,"{'accuracy': 0.7033, 'roc_auc': 0.6564, 'recall': 0.7667, 'precision': 0.7726, 'f1': 0.7555, 'kappa': 0.3747, 'mcc': 0.3868}",0.7033,0.6564,0.7667,0.7726,0.7555,0.3747,0.3868
8a7d7db8-e1b5-4cf1-a798-975d0afc8b81,10/01/2023 21:41,./datasets/mlr.csv,ALL,0.9,TRUE,8a7d7db8-e1b5-4cf1-a798-975d0afc8b81: ./datasets/mlr.csv - ALL - 0.9 - TUNED=True,"AdaBoostClassifier(algorithm='SAMME.R', base_estimator='deprecated',
                   estimator=None, learning_rate=1.0, n_estimators=50,
                   random_state=1488)",0.75,"{'accuracy': 0.6509, 'roc_auc': 0.7112, 'recall': 0.7214, 'precision': 0.6999, 'f1': 0.7006, 'kappa': 0.2682, 'mcc': 0.2825}",0.6509,0.7112,0.7214,0.6999,0.7006,0.2682,0.2825
3705ee49-a471-43bb-b207-4440f0777f74,10/01/2023 21:49,./datasets/mlr.csv,ALL,0.94,TRUE,3705ee49-a471-43bb-b207-4440f0777f74: ./datasets/mlr.csv - ALL - 0.94 - TUNED=True,"LogisticRegression(C=1.0, class_weight=None, dual=False, fit_intercept=True,
                   intercept_scaling=1, l1_ratio=None, max_iter=1000,
                   multi_class='auto', n_jobs=None, penalty='l2',
                   random_state=5637, solver='lbfgs', tol=0.0001, verbose=0,
                   warm_start=False)",0.4,"{'accuracy': 0.6909, 'roc_auc': 0.7339, 'recall': 0.7667, 'precision': 0.7379, 'f1': 0.7399, 'kappa': 0.3567, 'mcc': 0.3762}",0.6909,0.7339,0.7667,0.7379,0.7399,0.3567,0.3762
